state,question_id,question_text,answer_label,pct
GA,112,How do you pronounce the word for the type of drug that acts as central nervous system depressant and is used as a sedative or hypnotic? (Please do not look up the word in a dictionary before answering this question.),other,0.85
GA,113,amphitheater,f,36.65
GA,113,amphitheater,p,61.93
GA,113,amphitheater,other,1.42
GA,114,citizen,[s],28.05
GA,114,citizen,[z],70.54
GA,114,citizen,other,1.42
GA,115,"What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",a moot point,88.89
GA,115,"What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",a mute point,5.41
GA,115,"What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",either one of the above,1.14
GA,115,"What do you call a point that is purely academic, or that cannot be settled and isn't worth discussing further?",i have no idea,4.56
GA,116,"How do you pronounce the -sp- sequence in ""thespian"" (the word meaning ""actor"")?","[sp] (as in ""desperate"")",66.38
GA,116,"How do you pronounce the -sp- sequence in ""thespian"" (the word meaning ""actor"")?","[zb] (rhymes with ""lesbian"")",32.19
GA,116,"How do you pronounce the -sp- sequence in ""thespian"" (the word meaning ""actor"")?",other,1.42
GA,117,What do you call the level of a building that is partly or entirely underground?,basement,74.01
GA,117,What do you call the level of a building that is partly or entirely underground?,"i use both, and they mean the same thing",5.37
GA,117,What do you call the level of a building that is partly or entirely underground?,"a basement is finished (for example with plastered or painted walls, carpets, etc.), whereas a cellar is unfinished (made up of bare stone or cement, used only for storage).",13.28
GA,117,What do you call the level of a building that is partly or entirely underground?,"a cellar has an outside entrance (some call this a ""bulkhead""), whereas a basement does not",6.5
GA,117,What do you call the level of a building that is partly or entirely underground?,other,0.85
GA,118,What do you call a drive-through liquor store?,brew thru,3.17
GA,118,What do you call a drive-through liquor store?,party barn,0.58
GA,118,What do you call a drive-through liquor store?,bootlegger,0.29
GA,118,What do you call a drive-through liquor store?,beer barn,2.59
GA,118,What do you call a drive-through liquor store?,beverage barn,1.15
GA,118,What do you call a drive-through liquor store?,"we have these in my area, but we have no special term for them",59.08
GA,118,What do you call a drive-through liquor store?,i have never heard of such a thing,23.34
GA,118,What do you call a drive-through liquor store?,other,9.8
GA,119,What do you call food that you buy at a restaurant but then eat at home?,take-out,67.51
GA,119,What do you call food that you buy at a restaurant but then eat at home?,carry-out,6.21
GA,119,What do you call food that you buy at a restaurant but then eat at home?,either take-out or carry-out,22.6
GA,119,What do you call food that you buy at a restaurant but then eat at home?,other,3.67
GA,120,What do you say when you want to lay claim to the front seat of a car?,dibs,15.54
GA,120,What do you say when you want to lay claim to the front seat of a car?,shotgun,77.12
GA,120,What do you say when you want to lay claim to the front seat of a car?,i have no term for this,4.8
GA,120,What do you say when you want to lay claim to the front seat of a car?,other,2.54
GA,121,What word do you use for gawking at someone in a lustful way?,ogle,36.36
GA,121,What word do you use for gawking at someone in a lustful way?,oogle,15.91
GA,121,What word do you use for gawking at someone in a lustful way?,"oggle (pronounced to rhyme with ""boggle"", but may still be spelled ""ogle"")",24.72
GA,121,What word do you use for gawking at someone in a lustful way?,i use both oogle and ogle interchangeably,4.83
GA,121,What word do you use for gawking at someone in a lustful way?,"i use both ogle and ""oggle""",3.12
GA,121,What word do you use for gawking at someone in a lustful way?,i have no word for this activity,12.22
GA,121,What word do you use for gawking at someone in a lustful way?,other,2.84
GA,122,"Do you say ""expecially"", or ""especially""?","expecially (or ""ecspecially"" or ""ekspecially"")",3.94
GA,122,"Do you say ""expecially"", or ""especially""?",especially,90.99
GA,122,"Do you say ""expecially"", or ""especially""?",i use both interchangeably,2.54
GA,122,"Do you say ""expecially"", or ""especially""?",other,2.54
HI,1,aunt,"[] as in ""ah""",14.29
HI,1,aunt,"[] as in ""ant""",55.36
HI,1,aunt,"[] as in ""caught""",5.36
HI,1,aunt,"i have the same vowel in ""ah"", ""caught"", and ""aunt""",3.57
HI,1,aunt,"i pronounce it the same as ""ain't""",1.79
HI,1,aunt,"i use [/] when referring to the general concept of an aunt, but [] when referring to a specific person by name.",14.29
HI,1,aunt,"i use [] when referring to the general concept of an aunt, but [/] when referring to a specific person by name.",1.79
HI,1,aunt,other,3.57
HI,2,been,"[] as in ""sit""",71.43
HI,2,been,"[i:] as in ""see""",7.14
HI,2,been,"[] as in ""set""",17.86
HI,2,been,other,3.57
HI,3,"the first vowel in ""Bowie knife""","[o:] as in ""bo""",73.21
HI,3,"the first vowel in ""Bowie knife""","[u:] as in ""boo""",8.93
HI,3,"the first vowel in ""Bowie knife""","i have seen this word in print, but have no idea how to pronounce it",10.71
HI,3,"the first vowel in ""Bowie knife""",i have never seen or heard this word,7.14
HI,4,caramel,"with 2 syllables (""car-ml"")",8.93
HI,4,caramel,"with 3 syllables (""carra-mel"")",75.0
HI,4,caramel,i use both interchangeably,14.29
HI,4,caramel,other,1.79
HI,5,"the vowel in the second syllable of ""cauliflower""","[i:] as in ""see""",46.43
HI,5,"the vowel in the second syllable of ""cauliflower""","[] as in ""sit""",51.79
HI,5,"the vowel in the second syllable of ""cauliflower""",other,1.79
HI,6,"the last vowel in ""centaur""","[] as in ""car"" (""sen-tar"")",58.18
HI,6,"the last vowel in ""centaur""","[] as in ""caught""",7.27
HI,6,"the last vowel in ""centaur""","i use the same vowel in ""car"", ""caught"", and ""centaur""",16.36
HI,6,"the last vowel in ""centaur""","rhymes with ""sore"" and ""more"" (""sen-tore"")",16.36
HI,6,"the last vowel in ""centaur""",other,1.82
HI,7,coupon,"with [u:] as in ""coop"" (""coopon"")",62.5
HI,7,coupon,"with [ju:] as in ""cute"" (""cyoopon"")",35.71
HI,7,coupon,other,1.79
HI,8,Craig (the name),"[] as in ""set""",28.57
HI,8,Craig (the name),"[e:] as in ""say""",30.36
HI,8,Craig (the name),"i say something in between the vowels in ""set"" and ""say"", but closer to the one in ""say""",19.64
HI,8,Craig (the name),"i say something in between the vowels in ""set"" and ""say"", but closer to the one in ""set""",19.64
HI,8,Craig (the name),other,1.79
HI,9,crayon,"[] as in ""man"" (1 syllable, ""cran"")",3.57
HI,9,crayon,"[ej] (2 syllables, ""cray-ahn"")",26.79
HI,9,crayon,"[ej] (2 syllables, ""cray-awn"", where the second syllable rhymes with ""dawn"")",69.64
HI,10,creek (a small body of running water),"[i:] as in ""see""",96.43
HI,10,creek (a small body of running water),"[] as in ""sit""",1.79
HI,10,creek (a small body of running water),i use both interchangeably,1.79
HI,11,"the first vowel in ""Florida""","[o:] as in ""flow"" (""flow-ri-da"")",16.07
HI,11,"the first vowel in ""Florida""","[] as in ""saw"" (""flaw-ri-da"")",8.93
HI,11,"the first vowel in ""Florida""","[] as in ""sore"" (""flore-i-da"")",75.0
HI,12,flourish,"[] as in ""bird"" (""flurr-ish"")",63.64
HI,12,flourish,"[] as in ""sore"" (""flore-ish"")",30.91
HI,12,flourish,"[] as in ""sun"" (""fluh-rish"")",3.64
HI,12,flourish,other (including if you use one pronunciation for the verb and a different pronunciation for the noun),1.82
HI,13,"the last vowel in ""handkerchief""","[i:] as in ""see""",17.86
HI,13,"the last vowel in ""handkerchief""","[] as in ""sit""",80.36
HI,13,"the last vowel in ""handkerchief""",other,1.79
HI,14,lawyer,"with [j] as in ""boy"" (""loyer"")",61.82
HI,14,lawyer,"with [] as in ""saw"" (""law-yer"")",36.36
HI,14,lawyer,i use both interchangeably,1.82
HI,15,How do you pronounce Mary/merry/marry?,all 3 are the same,41.07
HI,15,How do you pronounce Mary/merry/marry?,all 3 are different,16.07
HI,15,How do you pronounce Mary/merry/marry?,mary and merry are the same; marry is different,19.64
HI,15,How do you pronounce Mary/merry/marry?,mary and marry are the same; merry is different,23.21
HI,16,mayonnaise,"with [] as in ""man"" (2 syllables--""man-aze"")",30.36
HI,16,mayonnaise,"with [ej] (3 syllables--""may-uh-naze"")",48.21
HI,16,mayonnaise,i use both interchangeably,17.86
HI,16,mayonnaise,other,3.57
HI,17,"the first vowel in ""miracle""","[i:] as in ""near""",46.43
HI,17,"the first vowel in ""miracle""","[] as in ""knit""",41.07
HI,17,"the first vowel in ""miracle""","[] as in ""net""",3.57
HI,17,"the first vowel in ""miracle""",i say something in between [] and [],7.14
HI,17,"the first vowel in ""miracle""",other,1.79
HI,18,mischievous vs. mischievious,mischievous (3 syllables),51.79
HI,18,mischievous vs. mischievious,mischievious (4 syllables),32.14
HI,18,mischievous vs. mischievious,"i write ""mischievous"" but say ""mischievious""",7.14
HI,18,mischievous vs. mischievious,i use both,8.93
HI,19,"the final vowel in ""Monday,"" ""Friday,"" etc.","[e:] as in ""say""",94.64
HI,19,"the final vowel in ""Monday,"" ""Friday,"" etc.","[i:] as in ""see""",1.79
HI,19,"the final vowel in ""Monday,"" ""Friday,"" etc.","other (e.g. do you use one vowel in some day names, and another in the other names?)",3.57
HI,20,"the second vowel in ""pajamas""","[] as in ""jam""",57.14
HI,20,"the second vowel in ""pajamas""","[] as in ""father""",42.86
HI,21,pecan,"[pi:kn] with stress on the first syllable (""pee-can"")",10.71
HI,21,pecan,"[pi:kn] with stress on the second syllable (""pee-can"")",10.71
HI,21,pecan,"[pi:kn] with stress on the first syllable (""pee-kahn"")",16.07
HI,21,pecan,"[pi:kn] with stress on the second syllable (""pee-kahn"")",33.93
HI,21,pecan,"[pkn] (""pick ahn"")",14.29
HI,21,pecan,"i pronounce it differently when it's alone than when it's in a compound like ""pecan pie"" (please state how you pronounce the two variants in the comments box)",10.71
HI,21,pecan,other,3.57
HI,22,poem,one syllable,28.57
HI,22,poem,two syllables,71.43
HI,23,really,"[i:] as in ""see"" (""reely"")",57.14
HI,23,really,"[] as in ""sit"" (""rilly"")",23.21
HI,23,really,"[i] (""ree-l-y"")",3.57
HI,23,really,other (including if you use two or more of these interchangeably),16.07
HI,24,realtor (a real estate agent),"2 syllables (""reel-ter"")",60.0
HI,24,realtor (a real estate agent),"3 syllables (real[]tor, in other words ""reel-uh-ter"")",23.64
HI,24,realtor (a real estate agent),3 syllables (ree-l-ter),16.36
HI,25,"roof, room, broom, root","[u:] as in ""food""",64.29
HI,25,"roof, room, broom, root","[] as in ""foot""",5.36
HI,25,"roof, room, broom, root",these four words do not all have the same vowel (please use the comments box to let us know which is which),30.36
HI,26,"route (as in, ""the route from one place to another"")","rhymes with ""hoot""",25.0
HI,26,"route (as in, ""the route from one place to another"")","rhymes with ""out""",26.79
HI,26,"route (as in, ""the route from one place to another"")",i can pronounce it either way interchangeably,26.79
HI,26,"route (as in, ""the route from one place to another"")","i say it like ""hoot"" for the noun and like ""out"" for the verb.",21.43
HI,27,"the first vowel in ""syrup""","[i] ""sear-up""",26.79
HI,27,"the first vowel in ""syrup""","[] ""sih-rup""",32.14
HI,27,"the first vowel in ""syrup""","[] as in ""sir""",37.5
HI,27,"the first vowel in ""syrup""",other,3.57
HI,28,"Do you pronounce ""cot"" and ""caught"" the same?",different,30.36
HI,28,"Do you pronounce ""cot"" and ""caught"" the same?",same,69.64
HI,29,almond,"all-mond (first syllable sounds like ""all"")",58.93
HI,29,almond,ah-mond (no l),12.5
HI,29,almond,"aw-mond (if different from ""ah-mond"")",8.93
HI,29,almond,i say something in between l and nothing,14.29
HI,29,almond,other,5.36
HI,30,"the ""s"" in ""anniversary""","[s] as in ""sock""",96.43
HI,30,"the ""s"" in ""anniversary""","[] as in ""shock""",3.57
HI,31,asterisk,asteri[ks],19.64
HI,31,asterisk,asteri[sk],58.93
HI,31,asterisk,asteri[k] (with no s in the final cluster),17.86
HI,31,asterisk,other,3.57
HI,32,candidate,i pronounce the first d,55.36
HI,32,candidate,i don't pronounce the first d,23.21
HI,32,candidate,i vary freely between pronouncing the first d and not doing so,8.93
HI,32,candidate,i only pronounce the first d when i'm speaking slowly/carefully,12.5
HI,33,"the ""s"" in ""chromosome""",[s],32.14
HI,33,"the ""s"" in ""chromosome""",[z],55.36
HI,33,"the ""s"" in ""chromosome""",both are acceptable to me,12.5
HI,34,et cetera,pronounced e[ts]etera (4 syllables),67.27
HI,34,et cetera,pronounced e[ts]etra (3 syllables),12.73
HI,34,et cetera,pronounced eksetera (4 syllables),10.91
HI,34,et cetera,pronounced eksetra (3 syllables),7.27
HI,34,et cetera,other,1.82
HI,35,"the final consonant in ""garage""","[] as in the middle consonant of ""measure""",39.29
HI,35,"the final consonant in ""garage""","[] as in ""edge""",46.43
HI,35,"the final consonant in ""garage""",i use both interchangeably,12.5
HI,35,"the final consonant in ""garage""",other,1.79
HI,36,"the ""c"" in ""grocery""","[s] as in ""sock""",44.64
HI,36,"the ""c"" in ""grocery""","[] as in ""shock""",53.57
HI,36,"the ""c"" in ""grocery""",other,1.79
HI,37,"huge, humor, humongous, human...",i pronounce the h,96.43
HI,37,"huge, humor, humongous, human...",i can pronounce the h or not,3.57
HI,38,"the ""s"" in ""nursery""","[s] as in ""sock""",83.64
HI,38,"the ""s"" in ""nursery""","[] as in ""shock""",14.55
HI,38,"the ""s"" in ""nursery""",other,1.82
HI,39,"the ""s"" in the last name of Elvis Presley",[s],78.57
HI,39,"the ""s"" in the last name of Elvis Presley",[z],21.43
HI,40,quarter,with [kw],96.43
HI,40,quarter,"with [k] (""cor-ter"")",1.79
HI,40,quarter,i use both interchangeably,1.79
HI,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",spicket,5.36
HI,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",spigot,51.79
HI,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",i use both interchangeably,1.79
HI,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?","i say ""spicket"" but spell it ""spigot""",3.57
HI,41,"Do you use ""spigot"" or ""spicket"" to refer to a faucet or tap that water comes out of?",i don't use either version of this word,37.5
HI,42,strength,"the ""g"" is pronounced as [g]",39.29
HI,42,strength,"the ""g"" is pronounced as [k]",35.71
HI,42,strength,"the ""g"" is silent",25.0
HI,43,"the final consonant in ""Texas""",[s],91.07
HI,43,"the final consonant in ""Texas""",[z],8.93
HI,44,cream cheese,cream cheese (stress on the first syllable),51.79
HI,44,cream cheese,cream cheese (stress on the second syllable),25.0
HI,44,cream cheese,it sounds right either way,19.64
HI,44,cream cheese,other,3.57
HI,45,insurance,insurance (stress on the first syllable),14.29
HI,45,insurance,insurance (stress on the second syllable),75.0
HI,45,insurance,i can stress either the first or the second syllable,10.71
HI,46,New Haven (the city in Connecticut where Yale University is located),new haven,35.71
HI,46,New Haven (the city in Connecticut where Yale University is located),new haven,51.79
HI,46,New Haven (the city in Connecticut where Yale University is located),i use both interchangeably,8.93
HI,46,New Haven (the city in Connecticut where Yale University is located),other,3.57
HI,47,Thanksgiving,thanksgiving,32.14
HI,47,Thanksgiving,thanksgiving,58.93
HI,47,Thanksgiving,i use both interchangeably,8.93
HI,48,umbrella,umbrella,23.21
HI,48,umbrella,umbrella,76.79
HI,49,I ____ her lifeless body from the pool,dragged,84.21
HI,49,I ____ her lifeless body from the pool,drug,7.02
HI,49,I ____ her lifeless body from the pool,i use both interchangeably,5.26
HI,49,I ____ her lifeless body from the pool,other,3.51
HI,50,What word(s) do you use to address a group of two or more people?,you all,10.53
HI,50,What word(s) do you use to address a group of two or more people?,you guys,49.12
HI,50,What word(s) do you use to address a group of two or more people?,you,15.79
HI,50,What word(s) do you use to address a group of two or more people?,other,12.28
HI,50,What word(s) do you use to address a group of two or more people?,y'all,12.28
HI,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",yes,14.04
HI,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",no,75.44
HI,51,"Would you say ""Are you coming with?"" as a full sentence, to mean ""Are you coming with us?""",other,10.53
HI,52,"Would you say ""where are you at?"" to mean ""where are you?""",yes,29.82
HI,52,"Would you say ""where are you at?"" to mean ""where are you?""",no,42.11
HI,52,"Would you say ""where are you at?"" to mean ""where are you?""","i can use ""where are you at"" in contexts such as asking someone how s/he is coming along on a project, but not in the general sense of ""where are you physically located in the world at this moment"".",28.07
HI,53,"Modals are words like ""can,"" ""could,"" ""might,"" ""ought to,"" and so on. Can you use more than one modal at a time? (e.g., ""I might could do that"" to mean ""I might be able to do that""; or ""I used to could do that"" to mean ""I used to be able to do that"")",yes (please consider adding which combinations of modals you use in the comments box),14.04
HI,53,"Modals are words like ""can,"" ""could,"" ""might,"" ""ought to,"" and so on. Can you use more than one modal at a time? (e.g., ""I might could do that"" to mean ""I might be able to do that""; or ""I used to could do that"" to mean ""I used to be able to do that"")",no,84.21
HI,53,"Modals are words like ""can,"" ""could,"" ""might,"" ""ought to,"" and so on. Can you use more than one modal at a time? (e.g., ""I might could do that"" to mean ""I might be able to do that""; or ""I used to could do that"" to mean ""I used to be able to do that"")",other,1.75
HI,54,"He used to nap on the couch, but he sprawls out in that new lounge chair anymore","this use of ""anymore"" is acceptable",1.75
HI,54,"He used to nap on the couch, but he sprawls out in that new lounge chair anymore","this use of ""anymore"" is unacceptable",94.74
HI,54,"He used to nap on the couch, but he sprawls out in that new lounge chair anymore",not sure,3.51
HI,55,I do exclusively figurative paintings anymore,acceptable,1.75
HI,55,I do exclusively figurative paintings anymore,unacceptable,94.74
HI,55,I do exclusively figurative paintings anymore,not sure,3.51
HI,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,acceptable,10.53
HI,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,unacceptable,85.96
HI,56,Pantyhose are so expensive anymore that I just try to get a good suntan and forget about it.,not sure,3.51
HI,57,Forget the nice clothes anymore (referring to babies eating messily after a certain age),acceptable,14.04
HI,57,Forget the nice clothes anymore (referring to babies eating messily after a certain age),unacceptable,77.19
HI,57,Forget the nice clothes anymore (referring to babies eating messily after a certain age),not sure,8.77
HI,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",patio sale,1.75
HI,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",other,7.02
HI,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",yard sale,33.33
HI,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",garage sale,56.14
HI,58,"Which of these terms do you prefer for a sale of unwanted items on your porch, in your yard, etc.?",rummage sale,1.75
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumblety-peg,5.26
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",stick-knife,3.51
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",stretch,1.75
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",chicken,3.51
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",russian roulette,1.75
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumbledy-peg,1.75
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?","i have never heard of this ""game"" and have no idea what it's called",64.91
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",other (state here if you have heard one or more of these terms but never knew what they meant),10.53
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumbly peg,3.51
HI,59,"What do you call the game wherein the participants see who can throw a knife closest to the other person (or alternately, get a jackknife to stick into the ground or a piece of wood)?",mumblely peg (with 2 l's),3.51
HI,60,What do you call the area of grass between the sidewalk and the road?,berm,5.26
HI,60,What do you call the area of grass between the sidewalk and the road?,curb strip,3.51
HI,60,What do you call the area of grass between the sidewalk and the road?,verge,1.75
HI,60,What do you call the area of grass between the sidewalk and the road?,i have no word for this,82.46
HI,60,What do you call the area of grass between the sidewalk and the road?,other,7.02
HI,61,What do you call the area of grass that occurs in the middle of some streets?,midway,1.79
HI,61,What do you call the area of grass that occurs in the middle of some streets?,traffic island,17.86
HI,61,What do you call the area of grass that occurs in the middle of some streets?,island,32.14
HI,61,What do you call the area of grass that occurs in the middle of some streets?,i have no word for this,32.14
HI,61,What do you call the area of grass that occurs in the middle of some streets?,other,16.07
HI,62,What do you call the long narrow place in the middle of a divided highway?,median strip,21.43
HI,62,What do you call the long narrow place in the middle of a divided highway?,other,5.36
HI,62,What do you call the long narrow place in the middle of a divided highway?,median,53.57
HI,62,What do you call the long narrow place in the middle of a divided highway?,traffic island,1.79
HI,62,What do you call the long narrow place in the middle of a divided highway?,island,1.79
HI,62,What do you call the long narrow place in the middle of a divided highway?,i have no word for this,16.07
HI,63,What do you call the drink made with milk and ice cream?,milkshake/shake,100.0
HI,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",sub,83.64
HI,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",i have no word for this,5.45
HI,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",other,3.64
HI,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",hoagie,3.64
HI,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",poor boy,1.82
HI,64,"What do you call the long sandwich that contains cold cuts, lettuce, and so on?",baguette,1.82
HI,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,lightning bug,5.26
HI,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,firefly,66.67
HI,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,i use lightning bug and firefly interchangeably,19.3
HI,65,What do you call the insect that flies around in the summer and has a rear section that glows in the dark?,i have no word for this,8.77
HI,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,crawfish,24.56
HI,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,crayfish,63.16
HI,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,craw,1.75
HI,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,crawdad,3.51
HI,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,i have no word for this critter,5.26
HI,66,What do you call the miniature lobster that one finds in lakes and streams for example (a crustacean of the family Astacidae)?,other,1.75
HI,67,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?,daddy long leg(s),91.23
HI,67,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?,other,1.75
HI,67,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?,daddy big legs,3.51
HI,67,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?,daddy spider,1.75
HI,67,What do you call the kind of spider (or spider-like creature) that has an oval-shaped body and extremely long legs?,harvestman,1.75
HI,68,What nicknames do/did you use for your maternal grandmother?,grandmother,3.57
HI,68,What nicknames do/did you use for your maternal grandmother?,granny,5.36
HI,68,What nicknames do/did you use for your maternal grandmother?,grandma,55.36
HI,68,What nicknames do/did you use for your maternal grandmother?,nana,8.93
HI,68,What nicknames do/did you use for your maternal grandmother?,other,26.79
HI,69,What about your paternal grandmother (is there a distinction?),grandmother,3.64
HI,69,What about your paternal grandmother (is there a distinction?),granny,1.82
HI,69,What about your paternal grandmother (is there a distinction?),grandma,50.91
HI,69,What about your paternal grandmother (is there a distinction?),gramma,12.73
HI,69,What about your paternal grandmother (is there a distinction?),nana,3.64
HI,69,What about your paternal grandmother (is there a distinction?),other,27.27
HI,70,What do/did you call your maternal grandfather?,grandpa,30.91
HI,70,What do/did you call your maternal grandfather?,grampa,16.36
HI,70,What do/did you call your maternal grandfather?,"grandad, granddad",3.64
HI,70,What do/did you call your maternal grandfather?,"i spell it ""grandpa"" but pronounce it as ""grampa""",16.36
HI,70,What do/did you call your maternal grandfather?,other (including if you use a different term to address him directly than you do when speaking about him to a third party),32.73
HI,71,paternal grandfather?,grandpa,39.62
HI,71,paternal grandfather?,grampa,26.42
HI,71,paternal grandfather?,other,33.96
HI,72,What do you call the big clumps of dust that gather under furniture and in corners?,dust bunnies,55.36
HI,72,What do you call the big clumps of dust that gather under furniture and in corners?,kitties,1.79
HI,72,What do you call the big clumps of dust that gather under furniture and in corners?,dust balls,35.71
HI,72,What do you call the big clumps of dust that gather under furniture and in corners?,other,7.14
HI,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",sneakers,50.88
HI,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",i have no general word for this,3.51
HI,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",shoes,12.28
HI,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",tennis shoes,26.32
HI,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",running shoes,5.26
HI,73,"What is your *general* term for the rubber-soled shoes worn in gym class, for athletic activities, etc.?",trainers,1.75
HI,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,pill bug,14.29
HI,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,millipede,8.93
HI,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,"i know what this creature is, but have no word for it",7.14
HI,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,i have no idea what this creature is,10.71
HI,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,other,1.79
HI,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,doodle bug,1.79
HI,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,potato bug,37.5
HI,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,roly poly,14.29
HI,74,What do you call the little gray creature (that looks like an insect but is actually a crustacean) that rolls up into a ball when you touch it?,sow bug,3.57
HI,75,What do you call the wheeled contraption in which you carry groceries at the supermarket?,shopping cart,83.93
HI,75,What do you call the wheeled contraption in which you carry groceries at the supermarket?,grocery cart,12.5
HI,75,What do you call the wheeled contraption in which you carry groceries at the supermarket?,buggy,3.57
HI,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,kitty-corner,41.07
HI,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,catty-corner,5.36
HI,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,"i can only use ""diagonal"" for this",25.0
HI,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,i have no term for this,25.0
HI,76,What term do you use to refer to something that is across both streets from you at an intersection (or diagonally across from you in general)?,other,3.57
HI,77,What do you call the activity of driving around in circles in a car?,doing donuts,67.35
HI,77,What do you call the activity of driving around in circles in a car?,other,32.65
HI,78,What do you call paper that has already been used for something or is otherwise imperfect?,scratch paper,62.5
HI,78,What do you call paper that has already been used for something or is otherwise imperfect?,scrap paper,5.36
HI,78,What do you call paper that has already been used for something or is otherwise imperfect?,"scratch paper is still usable (for example, the paper you bring to do extra work on a test); scrap paper is paper that isn't needed anymore and can be thrown away.",32.14
HI,79,What is your *general* term for a big road that you drive relatively fast on?,highway,32.14
HI,79,What is your *general* term for a big road that you drive relatively fast on?,other,1.79
HI,79,What is your *general* term for a big road that you drive relatively fast on?,freeway,28.57
HI,79,What is your *general* term for a big road that you drive relatively fast on?,a freeway is bigger than a highway,3.57
